Address,Price per month €,Beds,Capacity,Link
"SINGLE BED, 4-C Chamber Street, Off Newmarket Square, Dublin 8",986.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-single-bed-4-c-chamber-street-off-newmarket-square-dublin-8/3544273
"Single Bed, 4-c Chamber Street, Off Newmarket Square, Dublin 8",986.0,1,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Single-Bed-4-c-Chamber-Street-Off-Newmarket-Square-Dublin-8/6210049/
"Bloomfield Avenue, Dublin",999.0,1,furnished studio,https://www.let.ie/property-to-rent/Bloomfield-Avenue/6210859
"Fontenoy Street, Dublin",1000.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Fontenoy-Street/6209539
74 Grosvenor Road Rathmines Dublin 6,1000.0,1,furnished studio,https://www.let.ie/property-to-rent/74-Grosvenor-Road-Rathmines-Dublin-6/6213059
"35 leinster rd dublin 6, Rathmines, Dublin 6",1000.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-35-leinster-rd-dublin-6-rathmines-dublin-6/3544577
"Fontenoy Street, Phibsborough, Dublin 7",1000.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-fontenoy-street-phibsborough-dublin-7/3544055
"74 Grosvenor Road Rathmines Dublin 6, Rathmines, Dublin 6",1000.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/74-Grosvenor-Road-Rathmines-Dublin-6-Rathmines-Dublin-6/6213059/
"35 Leinster Rd Dublin 6, Rathmines, Dublin 6",1000.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/35-Leinster-Rd-Dublin-6-Rathmines-Dublin-6/6210968/
"74 Grosvenor Road Rathmines Dublin 6, Rathmines, Dublin 6",1000.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-74-grosvenor-road-rathmines-dublin-6-rathmines-dublin-6/3544707
"Fontenoy Street, Phibsborough, Dublin 7",1000.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Fontenoy-Street-Phibsborough-Dublin-7/6209539/
"10 Cabra Road, Dublin 7",1090.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-10-cabra-road-dublin-7/3545108
"10 Cabra Road, Dublin 7",1090.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/10-Cabra-Road-Dublin-7/6213371/
"Aras Na Cluaine, Clondalkin, Dublin 22",1100.0,1,"1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/aras-na-cluaine-clondalkin-dublin-22/4145776
"Aras Na Cluaine, Dublin",1100.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Aras-Na-Cluaine/6128153
"Aras Na Cluaine, Clondalkin, Dublin 22",1100.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-aras-na-cluaine-clondalkin-dublin-22/3526651
"Aras Na Cluaine, Clondalkin, Dublin 22",1100.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Aras-Na-Cluaine-Clondalkin-Dublin-22/6128153/
"Pembroke Street, Ringsend, Dublin 4",1100.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Pembroke-Street-Ringsend-Dublin-4/5739585/
"55 Rathgar Avenue, Rathgar, Dublin 6",1100.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-55-rathgar-avenue-rathgar-dublin-6/3543999
"55 Rathgar Avenue, Rathgar, Dublin 6",1100.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/55-Rathgar-Avenue-Rathgar-Dublin-6/6209509/
"Pembroke Street, Ringsend, Dublin 4",1100.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-pembroke-street-ringsend-dublin-4/3472708
"York Road, Rathmines, Dublin 6",1128.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-york-road-rathmines-dublin-6/3543895
"York Road, Rathmines, Dublin 6",1128.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/York-Road-Rathmines-Dublin-6/6208869/
"7 Mountdown Park, Manor Estate, Templeogue, Dublin 6W",1150.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-7-mountdown-park-manor-estate-templeogue-dublin-6w/3544558
"7 Mountdown Park, Manor Estate, Templeogue, Dublin 6w",1150.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/7-Mountdown-Park-Manor-Estate-Templeogue-Dublin-6w/6210952/
"Blackhall Square, North King Street, Dublin 7, Smithfield",1160.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-blackhall-square-north-king-street-dublin-7-smithfield/3544032
"Blackhall Square, North King Street, Dublin 7, Smithfield, Dublin 7",1160.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Blackhall-Square-North-King-Street-Dublin-7-Smithfield-Dublin-7/6209526/
"Ard Na Mara, Malahide, Co. Dublin",1166.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Ard-Na-Mara-Malahide-Co-Dublin/6213164/
"Ard Na Mara, Malahide, Co. Dublin",1166.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-ard-na-mara-malahide-co-dublin/3545001
"Blessington Street, Dublin 1",1200.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-blessington-street-dublin-1/3544027
"283 Killinarden Estate, Tallaght, Dublin 24",1200.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-283-killinarden-estate-tallaght-dublin-24/3490980
"Flat 8, Kincora House Belvedere Place, Dublin 1",1200.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-8-kincora-house-belvedere-place-dublin-1/3544696
"48 Donore Avenue, South Circular Road, Dublin 8",1200.0,1,"1 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-48-donore-avenue-south-circular-road-dublin-8/3542663
"Blessington Street, Dublin 1, Co. Dublin",1200.0,1,furnished studio,https://www.let.ie/property-to-rent/Blessington-Street-Dublin-1-Co-Dublin/6209523
"48 Donore Avenue, South Circular Road, Dublin 8",1200.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/48-Donore-Avenue-South-Circular-Road-Dublin-8/6202373/
"Flat 8, Kincora House Belvedere Place, Dublin",1200.0,1,furnished studio,https://www.let.ie/property-to-rent/Flat-8-Kincora-House-Belvedere-Place/6213051
"Blessington Street, Dublin 1",1200.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Blessington-Street-Dublin-1/6209523/
"283 Killinarden Estate, Tallaght, Dublin 24",1200.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/283-Killinarden-Estate-Tallaght-Dublin-24/5912109/
"Flat 8, Kincora House Belvedere Place, Dublin 1",1200.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Flat-8-Kincora-House-Belvedere-Place-Dublin-1/6213051/
"Drumcondra Road Lower, Drumcondra, Dublin 3",1240.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Drumcondra-Road-Lower-Drumcondra-Dublin-3/6210055/
"Drumcondra Road Lower, Dublin",1240.0,1,furnished studio,https://www.let.ie/property-to-rent/Drumcondra-Road-Lower/6210055
"Drumcondra Road Lower, Drumcondra, Dublin 3",1240.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-drumcondra-road-lower-drumcondra-dublin-3/3544288
"Cottage, Main Street, Rathcoole, Co. Dublin",1250.0,1,"1 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-cottage-main-street-rathcoole-co-dublin/3543744
"Cottage,main Street, Rathcoole, Co. Dublin, Rathcoole, Co. Dublin",1250.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Cottagemain-Street-Rathcoole-Co-Dublin-Rathcoole-Co-Dublin/6207804/
"Cottage,Main Street, Rathcoole, Co. Dublin",1250.0,1,"1 bedroom (1 double), 1 bathroom, furnished house",https://www.let.ie/property-to-rent/CottageMain-Street-Rathcoole-Co-Dublin/6207804
"Flat 5, 93 Rathgar Road, Dublin",1281.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Flat-5-93-Rathgar-Road/6208849
"Flat 5, 93 Rathgar Road, Rathgar, Dublin 6",1281.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Flat-5-93-Rathgar-Road-Rathgar-Dublin-6/6208849/
"Flat 5, 93 Rathgar Road, Rathgar, Dublin 6",1281.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-flat-5-93-rathgar-road-rathgar-dublin-6/3543882
"Grosvenor Road, Rathgar, Dublin 6",1400.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-grosvenor-road-rathgar-dublin-6/3545098
"Grosvenor Road, Rathgar, Dublin 6",1400.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Grosvenor-Road-Rathgar-Dublin-6/6213367/
"Belgrave, Rathmines, Dublin 6",1403.0,1,"1 bedroom (1 double), 1 bathroom, furnished or unfurnished",https://www.rent.ie/houses-to-let/Belgrave-Rathmines-Dublin-6/6209531/
"Bellevue, Dublin",1408.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Bellevue/6208400
"33 Rathmines Rd Lower Dublin 6, Allihies, Co. Cork",1425.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-33-rathmines-rd-lower-dublin-6-allihies-co-cork/3526525
"Rowan House, Mespil Road, Ballsbridge, Dublin 4",1450.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-rowan-house-mespil-road-ballsbridge-dublin-4/3544576
"61-63 Capel Street, Dublin 1",1450.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-61-63-capel-street-dublin-1/3538794
"Rowan House, Mespil Road, Ballsbridge, Dublin 4",1450.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Rowan-House-Mespil-Road-Ballsbridge-Dublin-4/6210967/
"61-63 Capel Street, Dublin 1",1450.0,1,"1 bedroom (1 double), 1 bathroom, furnished or unfurnished",https://www.rent.ie/houses-to-let/61-63-Capel-Street-Dublin-1/6185545/
"Gandon Hall, Gardiner Street Lower, Dublin 1",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Gandon-Hall-Gardiner-Street-Lower-Dublin-1/6210897/
"Gandon Hall, Gardiner Street Lower, Dublin 1",1500.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-gandon-hall-gardiner-street-lower-dublin-1/3544492
"Phoenix Gate, 2 North Circular Road, Dublin 7, Dublin",1524.0,1,"1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/phoenix-gate-2-north-circular-road-dublin-7-dublin/4528296
"Flat 7, Phoenix Gate, Dublin 7",1524.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Flat-7-Phoenix-Gate-Dublin-7/6161220/
"Flat 7, Phoenix Gate, Dublin 7",1524.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-flat-7-phoenix-gate-dublin-7/3534328
"Flat 7, Phoenix Gate, Dublin",1524.0,1,"1 bedroom (1 double), 1 bathroom, furnished flat",https://www.let.ie/property-to-rent/Flat-7-Phoenix-Gate/6161220
"Gardiner Street Upper, Dublin 1",1537.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-gardiner-street-upper-dublin-1/3543582
"Gardiner Street Upper, Dublin 1",1537.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Gardiner-Street-Upper-Dublin-1/6207348/
"Apartment 53, 25 Wolfe Tone Street, Dublin 1",1550.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-53-25-Wolfe-Tone-Street-Dublin-1/6210197/
"Apartment 53, 25 Wolfe Tone Street, Dublin",1550.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-53-25-Wolfe-Tone-Street/6210197
"Apartment 53, 25 Wolfe Tone Street, Dublin 1",1550.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-53-25-wolfe-tone-street-dublin-1/3544335
"113 Harolds Cross Road, Harold's Cross, Co. Dublin",1575.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-113-harolds-cross-road-harolds-cross-co-dublin/3519723
"113 Harolds Cross Road, Harold's Cross, Co. Dublin",1575.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/113-Harolds-Cross-Road-Harolds-Cross-Co-Dublin/6101191/
"Charleston Road, Dublin",1600.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Charleston-Road/6208397
"Charleston Road, Ranelagh, Dublin 6",1600.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-charleston-road-ranelagh-dublin-6/3543801
"Charleston Road, Ranelagh, Dublin 6",1600.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Charleston-Road-Ranelagh-Dublin-6/6208397/
"57 Amiens Street, Dublin 1",1650.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/57-Amiens-Street-Dublin-1/6127692/
"57 Amiens Street, Dublin 1",1650.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-57-amiens-street-dublin-1/3526601
"519 Talbot Hall, Talbot Street, Dublin 1, Co. Dublin",1750.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/519-Talbot-Hall-Talbot-Street-Dublin-1-Co-Dublin/6064369
"519 Talbot Hall, Talbot Street, Dublin 1",1750.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-519-talbot-hall-talbot-street-dublin-1/3511400
"519 Talbot Hall, Talbot Street, Dublin 1",1750.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/519-Talbot-Hall-Talbot-Street-Dublin-1/6064369/
"City Gate, Dublin 8",1750.0,1,"1 bedroom (1 twin), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/City-Gate-Dublin-8/6210880/
"City Gate, Dublin 8",1750.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-city-gate-dublin-8/3544472
"The Cubes 1, Beacon South Quarter, Sandyford, Dublin 18",1800.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-the-cubes-1-beacon-south-quarter-sandyford-dublin-18/3543590
"The Cubes 1, Beacon South Quarter, Sandyford, Dublin 18",1800.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Cubes-1-Beacon-South-Quarter-Sandyford-Dublin-18/6207352/
"Essex st west, Temple Bar, Dublin 2, Co. Dublin",1800.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Essex-st-west-Temple-Bar-Dublin-2-Co-Dublin/6206951
"The Cubes 1, Beacon South Quarter, Dublin",1800.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/The-Cubes-1-Beacon-South-Quarter/6207352
"Essex St West, Temple Bar, Dublin 2",1800.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Essex-St-West-Temple-Bar-Dublin-2/6206951/
"Essex st west, Temple Bar, Dublin 2",1800.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-essex-st-west-temple-bar-dublin-2/3543557
"1 Bedroom Apartment, Occu Cheevers, Culanor, Dun Laoghaire, Upper Glena, Glenageary, Co. Dublin",1825.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/1-Bedroom-Apartment-Occu-Cheevers-Culanor-Dun-Laoghaire-Upper-Glena-Glenageary-Co-Dublin/5557205/
"1 bedroom apartment , OCCU Cheevers, Culanor, Dun Laoghaire, Upper Glena, Glenageary, Co. Dublin",1825.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/1-bedroom-apartment--OCCU-Cheevers-Culanor-Dun-Laoghaire-Upper-Glena-Glenageary-Co-Dublin/5557205
"Hampton Square, Navan Road, Navan Road (D7), Dublin 7",1900.0,1,"1 bedroom (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Hampton-Square-Navan-Road-Navan-Road-D7-Dublin-7/5441267/
"Herbert Park Lane, Anglesea Road, Ballsbridge, Dublin 4",2050.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-herbert-park-lane-anglesea-road-ballsbridge-dublin-4/3490110
"Herbert Park Lane, Anglesea Road, Ballsbridge, Dublin 4",2050.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Herbert-Park-Lane-Anglesea-Road-Ballsbridge-Dublin-4/5903063/
"Cois Tra, 21 Kilbush Lane, Rush, Co. Dublin",1200.0,2,"2 bedrooms, 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Cois-Tra-21-Kilbush-Lane-Rush-Co-Dublin/6209438/
"Cois Tra, 21 Kilbush Lane, Rush, Co. Dublin",1200.0,2,"2 beds, 1 bath, 63m 2, , Apartment",https://www.myhome.ie/rentals/brochure/cois-tra-21-kilbush-lane-rush-co-dublin/4530226
"Cois Tra, 21 Kilbush Lane, Rush, Co. Dublin",1200.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-cois-tra-21-kilbush-lane-rush-co-dublin/3543968
"65 Ranelagh village, Ranelagh, Dublin 6",1500.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-65-ranelagh-village-ranelagh-dublin-6/3544485
"65 Ranelagh Village, Ranelagh, Dublin 6",1500.0,2,"2 bedrooms (2 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/65-Ranelagh-Village-Ranelagh-Dublin-6/6210890/
"Salthill, Monkstown, Co. Dublin",1595.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-salthill-monkstown-co-dublin/3545197
"Salthill, Monkstown, Dublin",1595.0,2,"2 bedrooms (1 single, 1 double), 1 bathroom, unfurnished apartment",https://www.let.ie/property-to-rent/Salthill-Monkstown/6213907
"Salthill, Monkstown, Monkstown, Co. Dublin",1595.0,2,"2 bedrooms (1 single, 1 double), 1 bathroom, unfurnished",https://www.rent.ie/houses-to-let/Salthill-Monkstown-Monkstown-Co-Dublin/6213907/
"Martello Lodge, Balbriggan, Co. Dublin",1650.0,2,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Martello-Lodge-Balbriggan-Co-Dublin/5673272/
"Beech House, Carrickmines Green, Glenamuck Road, Carrickmines, Dublin 18",1650.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-beech-house-carrickmines-green-glenamuck-road-carrickmines-dublin-18/3543595
"Martello Lodge, Balbriggan, Co. Dublin",1650.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-martello-lodge-balbriggan-co-dublin/3466308
"Martello Lodge, Dublin",1650.0,2,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Martello-Lodge/5673272
"Belleville, Blackhorse Avenue, Ashtown, Dublin 15",1650.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-belleville-blackhorse-avenue-ashtown-dublin-15/3217745
"Finnstown Hall, Lucan, Dublin",1650.0,2,"2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/finnstown-hall-lucan-dublin/4530151
"Beech House, Carrickmines Green, Glenamuck Road, Dublin",1650.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Beech-House-Carrickmines-Green-Glenamuck-Road/6207355
"Belleville, Belleville, Blackhorse Avenue, Ashtown, Dublin 15",1650.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Belleville-Belleville-Blackhorse-Avenue-Ashtown-Dublin-15/4780961/
"Beech House, Carrickmines Green, Glenamuck Road, Carrickmines, Dublin 18",1650.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Beech-House-Carrickmines-Green-Glenamuck-Road-Carrickmines-Dublin-18/6207355/
"2 Bedroom Apartment, OCCU Cedar Place, Ridgewood, Swords, Co. Dublin",1677.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/2-Bedroom-Apartment-OCCU-Cedar-Place-Ridgewood-Swords-Co-Dublin/5691684
"2 Bedroom Apartment, Occu Cedar Place, Ridgewood, Swords, Co. Dublin",1677.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/2-Bedroom-Apartment-Occu-Cedar-Place-Ridgewood-Swords-Co-Dublin/5691684/
"Thomas St, Dublin 2",1695.0,2,"2 bedrooms (2 double), 1 bathroom, furnished or unfurnished",https://www.rent.ie/houses-to-let/Thomas-St-Dublin-2/6185550/
"Thomas St, Dublin 2",1695.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-thomas-st-dublin-2/3538804
"Slade Castle Close, Saggart, Co. Dublin",1745.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Slade-Castle-Close-Saggart-Co-Dublin/6207366/
"Slade Castle Close, Saggart, Co. Dublin",1745.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-slade-castle-close-saggart-co-dublin/3543616
"Slade Castle Close, Dublin",1745.0,2,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Slade-Castle-Close/6207366
"Botanic Road, Dublin 7",1750.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Botanic-Road-Dublin-7/6145409/
"Botanic Road, Dublin 7",1750.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-botanic-road-dublin-7/3530328
"St Lawrence Road, Clontarf , Clontarf,   Dublin 3",1750.0,2,"2 beds, 1 bath, 66m 2, , Apartment",https://www.myhome.ie/rentals/brochure/st-lawrence-road-clontarf-clontarf-dublin-3/4530028
"86 Hampton Wood Avenue, Finglas, Dublin 11",1800.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-86-hampton-wood-avenue-finglas-dublin-11/3543883
"Danes Court, Clontarf, Dublin 3",1800.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-danes-court-clontarf-dublin-3/3544053
"Apartment 14, Malin House, Waterville Terrace, Blanchardstown, Dublin 15",1800.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-14-malin-house-waterville-terrace-blanchardstown-dublin-15/3544036
"Apartment 5, Salem House, Salem Court, Rathgar, Dublin 6",1800.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-5-salem-house-salem-court-rathgar-dublin-6/3544184
"17 Grand Canal Place, James's Street, Dublin 8",1800.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-17-grand-canal-place-jamess-street-dublin-8/3545044
"86 Hampton Wood Avenue, Finglas, Dublin",1800.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/86-Hampton-Wood-Avenue-Finglas/6208850
"Apartment 14, Malin House, Waterville Terrace, Dublin",1800.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Apartment-14-Malin-House-Waterville-Terrace/6209528
"Apartment 5, Salem House, Salem Court, Dublin",1800.0,2,"2 bedrooms (2 double), 1 bathroom, unfurnished apartment",https://www.let.ie/property-to-rent/Apartment-5-Salem-House-Salem-Court/6210008
"Apartment 5, Salem House, Salem Court, Rathgar, Dublin 6",1800.0,2,"2 bedrooms (2 double), 1 bathroom, unfurnished",https://www.rent.ie/houses-to-let/Apartment-5-Salem-House-Salem-Court-Rathgar-Dublin-6/6210008/
"Danes Court, Clontarf, Dublin 3",1800.0,2,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Danes-Court-Clontarf-Dublin-3/6209538/
