Address,Price per month €,Beds,Capacity,Link
"Marlborough Road, North Circular Road, Dublin 7",850.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Marlborough-Road-North-Circular-Road-Dublin-7/4142364/
"Marlborough Road, North Circular Road, Dublin 7",850.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-marlborough-road-north-circular-road-dublin-7/3151930
"North Great Georges Street, Dublin 1",850.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-north-great-georges-street-dublin-1/3531936
"Flat 5, 80 Whitworth Road, Dublin",850.0,1,furnished studio,https://www.let.ie/property-to-rent/Flat-5-80-Whitworth-Road/6118487
"1, Old Cabra Road, Dublin 7",860.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/1-Old-Cabra-Road-Dublin-7/2071821/
"2 Cabra Park, North Circular Road, Dublin 1",860.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-2-cabra-park-north-circular-road-dublin-1/3544589
"1, Old Cabra Road, Dublin 7",860.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-1-old-cabra-road-dublin-7/2581125
"1, Old Cabra Road, Dublin 1",860.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-1-old-cabra-road-dublin-1/2601032
"1, Old Cabra Road, Dublin 1",860.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/1-Old-Cabra-Road-Dublin-1/2083285/
"2 Cabra Park, North Circular Road, Dublin 1",860.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/2-Cabra-Park-North-Circular-Road-Dublin-1/6210976/
"14 Saint Anthony's Road, Rialto, Dublin 8",868.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-14-saint-anthonys-road-rialto-dublin-8/3539834
"14 Saint Anthony\'s Road, Rialto, Rialto, Dublin 8",868.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/14-Saint-Anthonys-Road-Rialto-Rialto-Dublin-8/6190042/
"4 Ashbrook Terrace, Sallymount Avenue, Ranelagh, Dublin 6",875.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/4-Ashbrook-Terrace-Sallymount-Avenue-Ranelagh-Dublin-6/6197141/
"4 Ashbrook Terrace, Sallymount Avenue, Ranelagh, Dublin 6",875.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-4-ashbrook-terrace-sallymount-avenue-ranelagh-dublin-6/3541508
"From Here - Student Living, Blackhall Place, Dublin 7",880.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-twin-en-suite-shared-bathroom-2021-22-tenancy-from-here-student-living-blackhall-place-black-dublin-7/2900593
"Twin En Suite Shared Bathroom 2021/22 Tenancy , From Here - Student Living, Blackhall Place, Black, Dublin 7, Co. Dublin",880.0,1,"1 bedroom (1 twin), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Twin-En-Suite-Shared-Bathroom-202122-Tenancy--From-Here---Student-Living-Blackhall-Place-Black-Dublin-7-Co-Dublin/3711996
"Wood Lane, Smithfield, Dublin 1",880.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-wood-lane-smithfield-dublin-1/3505842
"Wood Lane, Smithfield, Dublin 1",880.0,1,"1 bedroom (1 double), 1 bathroom, furnished or unfurnished",https://www.rent.ie/houses-to-let/Wood-Lane-Smithfield-Dublin-1/6043595/
"Twin En Suite Shared Bathroom 2021/22 Tenancy, From Here - Student Living, Blackhall Place, Black, Dublin 7",880.0,1,"1 bedroom (1 twin), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Twin-En-Suite-Shared-Bathroom-202122-Tenancy-From-Here---Student-Living-Blackhall-Place-Black-Dublin-7/3711996/
"Flat 8, 251 North Circular Road, Dublin",892.0,1,furnished studio,https://www.let.ie/property-to-rent/Flat-8-251-North-Circular-Road/6194194
"Flat 8, 251 North Circular Road, Dublin 7",892.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-8-251-north-circular-road-dublin-7/3540853
"Flat 8, 251 North Circular Road, Dublin 7",892.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Flat-8-251-North-Circular-Road-Dublin-7/6194194/
"Citywest Golf Hotel, Garters Lane, Citywest, Co. Dublin",895.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Citywest-Golf-Hotel-Garters-Lane-Citywest-Co-Dublin/5118500/
"Citywest Golf Hotel, Garters Lane, Citywest, Co. Dublin",895.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-citywest-golf-hotel-garters-lane-citywest-co-dublin/3268463
"Manor Road, Palmerstown, Dublin",900.0,1,furnished studio,https://www.let.ie/property-to-rent/Manor-Road-Palmerstown/3519670
"Moyne Road, Ranelagh, Rathmines, Dublin 6",900.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Moyne-Road-Ranelagh-Rathmines-Dublin-6/6152003/
"Avondale Road, Glenageary, Co. Dublin",900.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-avondale-road-glenageary-co-dublin/3520519
"St. Donagh's Road, Donaghmede, Dublin 13",900.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-st-donaghs-road-donaghmede-dublin-13/3544195
"299 Swords Road, Whitehall, Santry, Dublin 9",900.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-299-swords-road-whitehall-santry-dublin-9/3531005
"Avondale Road, Glenageary, Co. Dublin",900.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Avondale-Road-Glenageary-Co-Dublin/6107074/
"Moyne Road, Ranelagh, Rathmines, Dublin 6",900.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-moyne-road-ranelagh-rathmines-dublin-6/3532012
"Belgravia, 12a Garville Road, Rathgar, Dublin 6",900.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Belgravia-12a-Garville-Road-Rathgar-Dublin-6/5765861/
"7 Elmwood, Clonsilla, Dublin 15",900.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-7-elmwood-clonsilla-dublin-15/3282907
"Elm Castle Green, Dublin",900.0,1,furnished studio,https://www.let.ie/property-to-rent/Elm-Castle-Green/6113130
"299 Swords Road, Whitehall, Santry, Dublin 9",900.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/299-Swords-Road-Whitehall-Santry-Dublin-9/6147935/
"7 Elmwood, Clonsilla, Clonsilla, Dublin 15",900.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/7-Elmwood-Clonsilla-Clonsilla-Dublin-15/5212414/
"Aylmer Road, Newcastle, Dublin",900.0,1,"1 bed, , Studio",https://www.myhome.ie/rentals/brochure/aylmer-road-newcastle-dublin/4504480
"Elm Castle Green, Kilnamanagh, Dublin 24",900.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Elm-Castle-Green-Kilnamanagh-Dublin-24/6113130/
"Flat 8, 89 South Circular Road, South Circular Road, Dublin 8",900.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-8-89-south-circular-road-south-circular-road-dublin-8/3506366
"Moyne Road, Ranelagh, Dublin",900.0,1,"1 bedroom (1 double), 1 bathroom, furnished flat",https://www.let.ie/property-to-rent/Moyne-Road-Ranelagh/6152003
"St. Donagh\'s Road,, Dublin",900.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/St-Donaghs-Road/6210013
"Manor Road, Palmerstown, Palmerstown, Dublin 20",900.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Manor-Road-Palmerstown-Palmerstown-Dublin-20/3519670/
"Belgravia, 12A Garville Road, Rathgar, Dublin 6",900.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-belgravia-12a-garville-road-rathgar-dublin-6/3475416
"St. Donagh\'s Road, Donaghmede, Dublin 13",900.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/St-Donaghs-Road-Donaghmede-Dublin-13/6210013/
"Elm Castle Green, Kilnamanagh, Dublin 24",900.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-elm-castle-green-kilnamanagh-dublin-24/3522363
"299 Swords Road, Whitehall, Dublin",900.0,1,furnished studio,https://www.let.ie/property-to-rent/299-Swords-Road-Whitehall/6147935
"Flat 8, 89 South Circular Road, South Circular Road, Dublin 8",900.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Flat-8-89-South-Circular-Road-South-Circular-Road-Dublin-8/6045296/
"Manor Road, Palmerstown, Dublin 20",900.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-manor-road-palmerstown-dublin-20/2870617
"Mayor Street, Dublin",920.0,1,"1 bedroom (1 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Mayor-Street/2009492
"Castlefield Court, Clonsilla, Clonsilla, Dublin 15",920.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Castlefield-Court-Clonsilla-Clonsilla-Dublin-15/6147953/
"1 Bedroom Apartment, Mayor Street Upper, Dublin 1",920.0,1,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/1-Bedroom-Apartment-Mayor-Street-Upper-Dublin-1/2031850/
"Castlefield Court, Clonsilla, Dublin 15",920.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-castlefield-court-clonsilla-dublin-15/3531037
"Mayor Street Upper, North Wall, Dublin 1",920.0,1,"1 bed, 1 bath, 13.6m 2, Apartment",https://www.myhome.ie/rentals/brochure/mayor-street-upper-north-wall-dublin-1/4495304
"Mayor Street, Dublin 1",920.0,1,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Mayor-Street-Dublin-1/2009492/
"Mayor Street, Dublin 1",920.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-mayor-street-dublin-1/1525031
"Mayor Street Upper, Dublin",920.0,1,"1 bedroom (1 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Mayor-Street-Upper/2031850
"Castlefield Court, Clonsilla, Dublin",920.0,1,furnished studio,https://www.let.ie/property-to-rent/Castlefield-Court-Clonsilla/6147953
"Mayor Street, Mayor Street Upper, Dublin 1",920.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-1-bedroom-apartment-mayor-street-upper-dublin-1/2324598
"Mayor Street, IFSC, Dublin 1",920.0,1,"1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/mayor-street-ifsc-dublin-1/4351419
"Single Room Private Bathroom, South Circular Road, Dublin 8, Co. Dublin",948.0,1,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Single-Room-Private-Bathroom-South-Circular-Road-Dublin-8-Co-Dublin/4836153/
"GHR, South Circular Road, Dublin 8",948.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-single-room-private-bathroom-south-circular-road-dublin-8-co-dublin/3225140
"7 sallymount avenue, Ranelagh, Dublin 6, Co. Dublin",950.0,1,"1 bedroom (1 single), 1 bathroom, furnished flat",https://www.let.ie/property-to-rent/7-sallymount-avenue-Ranelagh-Dublin-6-Co-Dublin/6201818
"7 sallymount avenue, Ranelagh, Dublin 6",950.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-7-sallymount-avenue-ranelagh-dublin-6/3542604
"7 Sallymount Avenue, Ranelagh, Dublin 6",950.0,1,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/7-Sallymount-Avenue-Ranelagh-Dublin-6/6201818/
"Creston Ave, Finglas, Dublin 11",950.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Creston-Ave-Finglas-Dublin-11/6133160/
"Creston ave, Finglas, Dublin 11",950.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-creston-ave-finglas-dublin-11/3528212
"Summerhill, Mountjoy Square, Dublin 1",960.0,1,"1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/summerhill-mountjoy-square-dublin-1/4351425
"1, Old Cabra Road, Dublin 1",960.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-1-old-cabra-road-dublin-1/3473844
"1, Old Cabra Road, Dublin 1",960.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-1-old-cabra-road-dublin-1/3473913
"Grangegorman Lower, Smithfield, Dublin 7",960.0,1,"1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/grangegorman-lower-smithfield-dublin-7/4351421
"1, Old Cabra Road, Dublin 1",960.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/1-Old-Cabra-Road-Dublin-1/5749871/
"1, Old Cabra Road, Dublin 1",960.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/1-Old-Cabra-Road-Dublin-1/5749924/
"Waterloo Road, Ballsbridge, Dublin 4",975.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-waterloo-road-ballsbridge-dublin-4/3501033
"Waterloo Road, Ballsbridge, Dublin 4",975.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Waterloo-Road-Ballsbridge-Dublin-4/6010572/
"Mountjoy, Dublin",980.0,1,"1 bedroom (1 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Mountjoy/2031887
"Beckett House , 123 Summerhill,, Dublin",980.0,1,"1 bedroom (1 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Beckett-House--123-Summerhill/2020363
"One Bedroom Apartment, Mountjoy, Dublin 1",980.0,1,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/One-Bedroom-Apartment-Mountjoy-Dublin-1/2031887/
"Summerhill, Mountjoy, Dublin 1",980.0,1,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Summerhill-Mountjoy-Dublin-1/1955904/
"Summerhill, Mountjoy, Dublin 1",980.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-summerhill-mountjoy-dublin-1/1352373
"Bronze Ensuite, Beckett House , 123 Summerhill, Dublin 1",980.0,1,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Bronze-Ensuite-Beckett-House--123-Summerhill-Dublin-1/2020363/
"Summerhill, Mountjoy, Dublin 1",980.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-one-bedroom-apartment-mountjoy-dublin-1/2324609
"Beckett House, 123 Summerhill, Dublin 1",980.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-bronze-ensuite-beckett-house-123-summerhill-dublin-1/2294019
"Summerhill, Mountjoy,, Dublin",980.0,1,"1 bedroom (1 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Summerhill-Mountjoy/1955904
"SINGLE BED, 4-C Chamber Street, Off Newmarket Square, Dublin 8",986.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-single-bed-4-c-chamber-street-off-newmarket-square-dublin-8/3544273
"Single Bed, 4-c Chamber Street, Off Newmarket Square, Dublin 8",986.0,1,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Single-Bed-4-c-Chamber-Street-Off-Newmarket-Square-Dublin-8/6210049/
"The Glade, Hunters Run, Clonee, Dublin 15",995.0,1,"1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/the-glade-hunters-run-clonee-dublin-15/4404779
"The Glade, Hunters Run, Clonee, Dublin 15",995.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-the-glade-hunters-run-clonee-dublin-15/3530708
"Upper Rathmines Road, Rathmines, Dublin 6",995.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Upper-Rathmines-Road-Rathmines-Dublin-6/6134253/
"The Glade, Hunters Run, Dublin",995.0,1,"1 bedroom (1 single), 1 bathroom, furnished flat",https://www.let.ie/property-to-rent/The-Glade-Hunters-Run/6146846
"The Glade, Hunters Run, Clonee, Dublin 15",995.0,1,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Glade-Hunters-Run-Clonee-Dublin-15/6146846/
"Upper Rathmines Road, Rathmines, Dublin 6",995.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-upper-rathmines-road-rathmines-dublin-6/3528475
