Address,Price per month €,Beds,Capacity,Link
"Apartment 5, Salem House, Salem Court, Rathgar, Dublin 6",1800,2,"2 bedrooms (2 double), 1 bathroom, unfurnished",https://www.rent.ie/houses-to-let/Apartment-5-Salem-House-Salem-Court-Rathgar-Dublin-6/6210008/
"Apartment 241, Block G, The Waterside, Dublin 4",3800,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-241-Block-G-The-Waterside-Dublin-4/6210002/
"Blackhall Square, North King Street, Dublin 7, Smithfield, Dublin 7",1160,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Blackhall-Square-North-King-Street-Dublin-7-Smithfield-Dublin-7/6209526/
"Clonshaugh Glen, Clonshaugh, Dublin 17",2286,3,"3 bedrooms (1 single, 2 double), 3 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/Clonshaugh-Glen-Clonshaugh-Dublin-17/6209569/
"Belgrave, Rathmines, Dublin 6",1403,1,"1 bedroom (1 double), 1 bathroom, furnished or unfurnished",https://www.rent.ie/houses-to-let/Belgrave-Rathmines-Dublin-6/6209531/
"Danes Court, Clontarf, Dublin 3",1800,2,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Danes-Court-Clontarf-Dublin-3/6209538/
"Blessington Street, Dublin 1",1200,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Blessington-Street-Dublin-1/6209523/
"13 Charleville Close, Rathmines, Rathmines, Dublin 6",3400,3,"3 bedrooms (1 single, 2 double), 3 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/13-Charleville-Close-Rathmines-Rathmines-Dublin-6/6209518/
"5 Ralph Mews, Newtownpark Avenue, Blackrock, Co. Dublin",2200,3,"3 bedrooms (1 single, 2 double), 1 bathroom, unfurnished",https://www.rent.ie/houses-to-let/5-Ralph-Mews-Newtownpark-Avenue-Blackrock-Co-Dublin/6195964/
"55 Rathgar Avenue, Rathgar, Dublin 6",1100,1,studio apartment to rent,https://www.rent.ie/houses-to-let/55-Rathgar-Avenue-Rathgar-Dublin-6/6209509/
"Mountbrook, Dublin 4",2200,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Mountbrook-Dublin-4/6209508/
"Apartment 14, Malin House, Waterville Terrace, Blanchardstown, Dublin 15",1800,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-14-Malin-House-Waterville-Terrace-Blanchardstown-Dublin-15/6209528/
"Apartment 82, Fisherman\'s Wharf, Ringsend, Dublin 4",1960,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-82-Fishermans-Wharf-Ringsend-Dublin-4/6209525/
"Hillbrook House, Newbridge Avenue, Sandymount, Dublin 4",4000,3,"3 bedrooms (3 double), 2 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/Hillbrook-House-Newbridge-Avenue-Sandymount-Dublin-4/6209517/
"86 Hampton Wood Avenue, Finglas, Finglas, Dublin 11",1800,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/86-Hampton-Wood-Avenue-Finglas-Finglas-Dublin-11/6208850/
"Cois Tra, 21 Kilbush Lane, Rush, Co. Dublin",1200,2,"2 bedrooms, 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Cois-Tra-21-Kilbush-Lane-Rush-Co-Dublin/6209438/
"Friars Lane, Clongriffin, Dublin 13",2200,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Friars-Lane-Clongriffin-Dublin-13/6208878/
"York Road, Rathmines, Dublin 6",1128,1,studio apartment to rent,https://www.rent.ie/houses-to-let/York-Road-Rathmines-Dublin-6/6208869/
"Flat 5, 93 Rathgar Road, Rathgar, Dublin 6",1281,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Flat-5-93-Rathgar-Road-Rathgar-Dublin-6/6208849/
"Cabra Road, Cabra, Dublin 7",1450,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Cabra-Road-Cabra-Dublin-7/6208845/
"The Casino, Malahide, Co. Dublin",1790,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Casino-Malahide-Co-Dublin/6208435/
"175 Temple Court, Northwood, Santry, Dublin 9, Santry, Dublin 9",2000,2,"2 bedrooms (1 double, 1 twin), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/175-Temple-Court-Northwood-Santry-Dublin-9-Santry-Dublin-9/6197192/
"Brown Street South, Dublin 8",2700,3,"3 bedrooms (1 single, 2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Brown-Street-South-Dublin-8/6208405/
"Bellevue, Islandbridge, Dublin 8",1408,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Bellevue-Islandbridge-Dublin-8/6208400/
"Charleston Road, Ranelagh, Dublin 6",1600,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Charleston-Road-Ranelagh-Dublin-6/6208397/
"47 Wainsfort Park, Terenure, Terenure, Dublin 6",2500,4,"4 bedrooms (4 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/47-Wainsfort-Park-Terenure-Terenure-Dublin-6/6207817/
"103a Rathgar Road, Rathgar, Dublin 6",2840,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/103a-Rathgar-Road-Rathgar-Dublin-6/6207877/
"76 Templeville Drive, Templeogue, Templeogue, Dublin 6w",3535,5,"5 bedrooms (1 single, 4 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/76-Templeville-Drive-Templeogue-Templeogue-Dublin-6w/6208365/
"Addison Drive, Glasnevin, Glasnevin, Dublin 11",2200,2,"2 bedrooms (2 double), 1 bathroom, unfurnished",https://www.rent.ie/houses-to-let/Addison-Drive-Glasnevin-Glasnevin-Dublin-11/6207805/
"Castlegrange Square, Clondalkin, Clondalkin, Dublin 22",2000,3,"3 bedrooms (3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Castlegrange-Square-Clondalkin-Clondalkin-Dublin-22/6207788/
"Cottage,main Street, Rathcoole, Co. Dublin, Rathcoole, Co. Dublin",1250,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Cottagemain-Street-Rathcoole-Co-Dublin-Rathcoole-Co-Dublin/6207804/
"1 Mespil Lodge, Mespil Estate, Donnybrook, Dublin 4",2450,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/1-Mespil-Lodge-Mespil-Estate-Donnybrook-Dublin-4/6207775/
"Crofton Hall, Diswellstown Lawn, Castleknock, Dublin 15",1930,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Crofton-Hall-Diswellstown-Lawn-Castleknock-Dublin-15/6207774/
"Slade Castle Close, Saggart, Co. Dublin",1745,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Slade-Castle-Close-Saggart-Co-Dublin/6207366/
"Beech House, Carrickmines Green, Glenamuck Road, Carrickmines, Dublin 18",1650,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Beech-House-Carrickmines-Green-Glenamuck-Road-Carrickmines-Dublin-18/6207355/
"Essex St West, Temple Bar, Dublin 2",1800,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Essex-St-West-Temple-Bar-Dublin-2/6206951/
"The Cubes 1, Beacon South Quarter, Sandyford, Dublin 18",1800,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Cubes-1-Beacon-South-Quarter-Sandyford-Dublin-18/6207352/
"Gardiner Street Upper, Dublin 1",1537,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Gardiner-Street-Upper-Dublin-1/6207348/
"Fort Ostman, Old County Road, Crumlin, Dublin 12",1700,2,"2 bedrooms (2 double), 1 bathroom, unfurnished",https://www.rent.ie/houses-to-let/Fort-Ostman-Old-County-Road-Crumlin-Dublin-12/6206815/
"Ave Maria Road, Maryland, Dublin 8",1850,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Ave-Maria-Road-Maryland-Dublin-8/6206810/
"Camden Street Upper, Dublin 8",5500,4,"4 bedrooms (4 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Camden-Street-Upper-Dublin-8/6206799/
"225 Gracepark Manor, Drumcondra, Dublin 9",860,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/225-Gracepark-Manor-Drumcondra-Dublin-9/6206287/
"Apartment 6, Hogan View, 185/187 Richmond Road, Drumcondra, Dublin 3",1600,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-6-Hogan-View-185187-Richmond-Road-Drumcondra-Dublin-3/6206318/
"Apartment, Trimbleston, Goatstown, Dublin 14",2450,2,"2 bedrooms (2 double), 2 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/Apartment-Trimbleston-Goatstown-Dublin-14/6206312/
"Apartment 17, Kenmare House, Dublin 1",1784,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-17-Kenmare-House-Dublin-1/6206303/
"Merrion Village, Merrion, Dublin 4",2025,2,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Merrion-Village-Merrion-Dublin-4/6206169/
"Apartment 64, Block C, Smithfield, Dublin 1",2500,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-64-Block-C-Smithfield-Dublin-1/6162161/
"18 Wyckham Apartment 18 Wyckham Point Wyckham Way, Dundrum, Dublin 16",2200,2,"2 bedrooms, 1 bathroom, unfurnished",https://www.rent.ie/houses-to-let/18-Wyckham-Apartment-18-Wyckham-Point-Wyckham-Way-Dundrum-Dublin-16/6205790/
"30 St Alphonsus Road, Drumcondra, Dublin 3",1200,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/30-St-Alphonsus-Road-Drumcondra-Dublin-3/6204099/
"5 Holywell Mews, Feltrim Hall, Swords, Co. Dublin",2299,3,"3 bedrooms (1 single, 2 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/5-Holywell-Mews-Feltrim-Hall-Swords-Co-Dublin/6204078/
"Altamont Hall, Stoney Road, Dundrum, Dublin 14",1900,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Altamont-Hall-Stoney-Road-Dundrum-Dublin-14/6204054/
"Mount Argus Mill, Harold's Cross, Dublin 6w",2500,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Mount-Argus-Mill-Harolds-Cross-Dublin-6w/6202827/
"27 Foxfield Saint John, Raheny, Raheny, Dublin 5",2500,4,"4 bedrooms (1 single, 3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/27-Foxfield-Saint-John-Raheny-Raheny-Dublin-5/6203502/
"Apartment 69, Venetian Hall, Killester, Dublin 5",1645,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-69-Venetian-Hall-Killester-Dublin-5/6203492/
"70 John Mccormack Avenue, Walkinstown, Dublin 12",2300,4,"4 bedrooms (4 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/70-John-Mccormack-Avenue-Walkinstown-Dublin-12/6153598/
"Apartment 102, The Cubes 1, Beacon South Quarter, Sandyford, Dublin 18",1900,2,"2 bedrooms (1 single, 1 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-102-The-Cubes-1-Beacon-South-Quarter-Sandyford-Dublin-18/6202877/
"Foxrock Avenue, Foxrock, Dublin 18, Foxrock, Dublin 18",2500,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Foxrock-Avenue-Foxrock-Dublin-18-Foxrock-Dublin-18/6202989/
"North Circular Road Apartment, Dublin 7",1650,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/North-Circular-Road-Apartment-Dublin-7/6202869/
"22 Baggot Street Upper Dublin 4, Dublin 4",6495,5,"5 bedrooms (5 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/22-Baggot-Street-Upper-Dublin-4-Dublin-4/6202836/
"North Circular Road Studio, Dublin 7",1350,1,studio apartment to rent,https://www.rent.ie/houses-to-let/North-Circular-Road-Studio-Dublin-7/6202860/
"Prussia Street, Stoneybatter, Dublin 7",1300,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Prussia-Street-Stoneybatter-Dublin-7/6202857/
"Beresford House, Custom House Square, Dublin 1",1600,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Beresford-House-Custom-House-Square-Dublin-1/6202843/
"10 Ardagh Park, Blackrock, Co. Dublin",2750,4,"4 bedrooms (2 single, 2 double), 1 bathroom, unfurnished",https://www.rent.ie/houses-to-let/10-Ardagh-Park-Blackrock-Co-Dublin/6202840/
"South William St, Dublin 2",1850,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/South-William-St-Dublin-2/6201787/
"The Forum Ballymoss Road Sandyford, Stillorgan, Co. Dublin",1900,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Forum-Ballymoss-Road-Sandyford-Stillorgan-Co-Dublin/6202822/
"The Edges, Beacon South Quarter, Sandyford, Dublin 18",1650,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Edges-Beacon-South-Quarter-Sandyford-Dublin-18/6202830/
"Clarion Quay, Dublin 1",1600,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Clarion-Quay-Dublin-1/6202838/
"7 Sallymount Avenue, Ranelagh, Dublin 6",950,1,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/7-Sallymount-Avenue-Ranelagh-Dublin-6/6201818/
"24 The Kilns, Station Road, Portmarnock, Co. Dublin",2750,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/24-The-Kilns-Station-Road-Portmarnock-Co-Dublin/6202539/
"15 Priory Drive, Stillorgan, Co. Dublin",5500,4,"4 bedrooms (4 double), 3 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/15-Priory-Drive-Stillorgan-Co-Dublin/6202801/
"Apartment 26, 6 Usher\'s Quay, Dublin 8",1500,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-26-6-Ushers-Quay-Dublin-8/6202426/
"Belfield Court, Donnybrook, Dublin 4",1850,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Belfield-Court-Donnybrook-Dublin-4/6202405/
"23 Nottingham Street, North Strand, Dublin 3",1400,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/23-Nottingham-Street-North-Strand-Dublin-3/6202415/
"Ifsc, The Steelworks, Foley Street, Dublin 1",2200,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Ifsc-The-Steelworks-Foley-Street-Dublin-1/6202398/
"Ifsc, The Steelworks, Foley Street, Dublin 1",2200,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Ifsc-The-Steelworks-Foley-Street-Dublin-1/6202401/
"Callaighstown, Rathcoole, Co. Dublin",2200,4,"4 bedrooms (1 single, 3 double), 1 bathroom, furnished or unfurnished",https://www.rent.ie/houses-to-let/Callaighstown-Rathcoole-Co-Dublin/6202404/
"48 Donore Avenue, South Circular Road, Dublin 8",1200,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/48-Donore-Avenue-South-Circular-Road-Dublin-8/6202373/
"Apartment 71, Block 6a, Tallaght Cross West, Tallaght, Dublin 24",1735,2,"2 bedrooms (2 double), 2 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/Apartment-71-Block-6a-Tallaght-Cross-West-Tallaght-Dublin-24/6202377/
"Apartment 58, Block 10a, Tallaght Cross West, Tallaght, Dublin 24",1160,1,"1 bedroom (1 double), 1 bathroom, unfurnished",https://www.rent.ie/houses-to-let/Apartment-58-Block-10a-Tallaght-Cross-West-Tallaght-Dublin-24/6202385/
"The Oaks, Herbert Park Lane, Ballsbridge, Dublin 4",1975,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Oaks-Herbert-Park-Lane-Ballsbridge-Dublin-4/6202374/
"Fitzwilliam Quay, Ringsend, Dublin 4",1650,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Fitzwilliam-Quay-Ringsend-Dublin-4/6202378/
"Saint Mary's Crescent, Walkinstown, Dublin 12",1575,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Saint-Marys-Crescent-Walkinstown-Dublin-12/6202368/
"Ashbrook Terrace, Ranelagh, Dublin 6",1120,2,"2 bedrooms (2 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Ashbrook-Terrace-Ranelagh-Dublin-6/6201827/
"Apartment 205, Cowper Downs, Rathmines, Dublin 6",1650,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-205-Cowper-Downs-Rathmines-Dublin-6/6201806/
